year,gender,race,age_group,death_cause,population,deaths,capita
2007,Female,A,65-74,B,10595802,0,0
2007,Female,A,75-84,B,7694491,0,0
2007,Female,A,85+,B,3446309,0,0
2007,Female,A,10-14,I,10170082,0,0
2007,Female,A,15-19,I,10731326,6,0.055911078
2007,Female,A,20-24,I,10270163,17,0.165528045
2007,Female,A,25-34,I,19788593,25,0.126335409
2007,Female,A,35-44,I,21502002,36,0.16742627
2007,Female,A,45-54,I,22337962,38,0.170113997
2007,Female,A,55-64,I,17148671,35,0.204097449
2007,Female,A,05-09,I,9640683,0,0
2007,Female,A,65-74,I,10595802,11,0.103814699
2007,Female,A,75-84,I,7694491,12,0.155955735
2007,Female,A,85+,I,3446309,7,0.203115855
2007,Female,A,10-14,J,10170082,0,0
2007,Female,A,15-19,J,10731326,3,0.027955539
2007,Female,A,20-24,J,10270163,6,0.058421663
2007,Female,A,25-34,J,19788593,5,0.025267082
2007,Female,A,35-44,J,21502002,23,0.106966784
2007,Female,A,45-54,J,22337962,22,0.098487051
2007,Female,A,55-64,J,17148671,13,0.075807624
2007,Female,A,05-09,J,9640683,0,0
2007,Female,A,65-74,J,10595802,3,0.0283131
2007,Female,A,75-84,J,7694491,3,0.038988934
2007,Female,A,85+,J,3446309,0,0
2007,Female,A,10-14,C,10170082,0,0
2007,Female,A,15-19,C,10731326,4,0.037274052
2007,Female,A,20-24,C,10270163,6,0.058421663
2007,Female,A,25-34,C,19788593,4,0.020213666
2007,Female,A,35-44,C,21502002,9,0.041856568
2007,Female,A,45-54,C,22337962,6,0.026860105
2007,Female,A,55-64,C,17148671,5,0.029156778
2007,Female,A,05-09,C,9640683,0,0
2007,Female,A,65-74,C,10595802,1,0.0094377
2007,Female,A,75-84,C,7694491,0,0
2007,Female,A,85+,C,3446309,0,0
2007,Female,A,10-14,K,10170082,0,0
2007,Female,A,15-19,K,10731326,4,0.037274052
2007,Female,A,20-24,K,10270163,3,0.029210831
2007,Female,A,25-34,K,19788593,8,0.040427331
2007,Female,A,35-44,K,21502002,22,0.102316054
2007,Female,A,45-54,K,22337962,15,0.067150262
2007,Female,A,55-64,K,17148671,20,0.116627114
2007,Female,A,05-09,K,9640683,0,0
2007,Female,A,65-74,K,10595802,4,0.0377508
2007,Female,A,75-84,K,7694491,1,0.012996311
2007,Female,A,85+,K,3446309,0,0
2007,Female,A,10-14,L,10170082,0,0
2007,Female,A,15-19,L,10731326,0,0
2007,Female,A,20-24,L,10270163,0,0
2007,Female,A,25-34,L,19788593,3,0.015160249
2007,Female,A,35-44,L,21502002,2,0.009301459
2007,Female,A,45-54,L,22337962,9,0.040290157
2007,Female,A,55-64,L,17148671,4,0.023325423
2007,Female,A,05-09,L,9640683,0,0
2007,Female,A,65-74,L,10595802,3,0.0283131
2007,Female,A,75-84,L,7694491,0,0
2007,Female,A,85+,L,3446309,0,0
2007,Male,A,10-14,P,10670960,0,0
2007,Male,A,15-19,P,11336490,0,0
2007,Male,A,20-24,P,10807836,0,0
2007,Male,A,25-34,P,19924870,0,0
2007,Male,A,35-44,P,21294228,0,0
2007,Male,A,45-54,P,21601977,0,0
2007,Male,A,55-64,P,15979763,0,0
2007,Male,A,05-09,P,10073928,0,0
2007,Male,A,65-74,P,9102925,0,0
2007,Male,A,75-84,P,5392948,0,0
2007,Male,A,85+,P,1593236,0,0
2007,Male,A,10-14,H,10670960,2,0.018742456
2007,Male,A,15-19,H,11336490,81,0.714506871
2007,Male,A,20-24,H,10807836,155,1.434144634
2007,Male,A,25-34,H,19924870,471,2.363879915
2007,Male,A,35-44,H,21294228,793,3.72401385
2007,Male,A,45-54,H,21601977,1045,4.837520195
2007,Male,A,55-64,H,15979763,577,3.610817006
2007,Male,A,05-09,H,10073928,0,0
2007,Male,A,65-74,H,9102925,146,1.603880072
2007,Male,A,75-84,H,5392948,100,1.854273396
2007,Male,A,85+,H,1593236,42,2.6361443
2007,Male,A,10-14,G,10670960,79,0.740327018
2007,Male,A,15-19,G,11336490,483,4.26057801
2007,Male,A,20-24,G,10807836,759,7.022682432
2007,Male,A,25-34,G,19924870,1456,7.307450438
2007,Male,A,35-44,G,21294228,1534,7.203830071
2007,Male,A,45-54,G,21601977,1320,6.110551826
2007,Male,A,55-64,G,15979763,580,3.629590752
2007,Male,A,05-09,G,10073928,3,0.029779844
2007,Male,A,65-74,G,9102925,216,2.372863667
2007,Male,A,75-84,G,5392948,149,2.762867359
2007,Male,A,85+,G,1593236,70,4.393573833
2007,Male,A,10-14,D,10670960,0,0
2007,Male,A,15-19,D,11336490,10,0.088210725
2007,Male,A,20-24,D,10807836,23,0.212808559
2007,Male,A,25-34,D,19924870,44,0.220829546
2007,Male,A,35-44,D,21294228,47,0.220717088
2007,Male,A,45-54,D,21601977,48,0.222201885
2007,Male,A,55-64,D,15979763,29,0.181479538
2007,Male,A,05-09,D,10073928,0,0
2007,Male,A,65-74,D,9102925,14,0.153796719
2007,Male,A,75-84,D,5392948,16,0.296683743
2007,Male,A,85+,D,1593236,6,0.376592043
2007,Male,A,10-14,F,10670960,45,0.421705264
2007,Male,A,15-19,F,11336490,572,5.045653461
2007,Male,A,20-24,F,10807836,1155,10.68669066
2007,Male,A,25-34,F,19924870,2033,10.20332881
2007,Male,A,35-44,F,21294228,2393,11.23778707
2007,Male,A,45-54,F,21601977,2977,13.78114605
2007,Male,A,55-64,F,15979763,2397,15.00022247
2007,Male,A,05-09,F,10073928,0,0
2007,Male,A,65-74,F,9102925,1539,16.90665363
2007,Male,A,75-84,F,5392948,1483,27.49887446
2007,Male,A,85+,F,1593236,585,36.71772418
2007,Male,A,10-14,E,10670960,0,0
2007,Male,A,15-19,E,11336490,0,0
2007,Male,A,20-24,E,10807836,0,0
2007,Male,A,25-34,E,19924870,1,0.005018853
2007,Male,A,35-44,E,21294228,0,0
2007,Male,A,45-54,E,21601977,2,0.009258412
2007,Male,A,55-64,E,15979763,2,0.01251583
2007,Male,A,05-09,E,10073928,0,0
2007,Male,A,65-74,E,9102925,0,0
2007,Male,A,75-84,E,5392948,0,0
2007,Male,A,85+,E,1593236,0,0
2007,Male,A,10-14,N,10670960,0,0
2007,Male,A,15-19,N,11336490,3,0.026463217
2007,Male,A,20-24,N,10807836,12,0.111030552
2007,Male,A,25-34,N,19924870,12,0.06022624
2007,Male,A,35-44,N,21294228,16,0.075137732
2007,Male,A,45-54,N,21601977,22,0.10184253
2007,Male,A,55-64,N,15979763,17,0.106384557
2007,Male,A,05-09,N,10073928,0,0
2007,Male,A,65-74,N,9102925,7,0.07689836
2007,Male,A,75-84,N,5392948,8,0.148341872
2007,Male,A,85+,N,1593236,4,0.251061362
2007,Male,A,10-14,O,10670960,0,0
2007,Male,A,15-19,O,11336490,0,0
2007,Male,A,20-24,O,10807836,0,0
2007,Male,A,25-34,O,19924870,0,0
2007,Male,A,35-44,O,21294228,0,0
2007,Male,A,45-54,O,21601977,0,0
2007,Male,A,55-64,O,15979763,0,0
2007,Male,A,05-09,O,10073928,0,0
2007,Male,A,65-74,O,9102925,0,0
2007,Male,A,75-84,O,5392948,0,0
2007,Male,A,85+,O,1593236,0,0
2007,Male,A,10-14,M,10670960,0,0
2007,Male,A,15-19,M,11336490,9,0.079389652
2007,Male,A,20-24,M,10807836,20,0.18505092
2007,Male,A,25-34,M,19924870,54,0.271018079
2007,Male,A,35-44,M,21294228,99,0.464914718
2007,Male,A,45-54,M,21601977,157,0.726785331
2007,Male,A,55-64,M,15979763,89,0.556954443
2007,Male,A,05-09,M,10073928,0,0
2007,Male,A,65-74,M,9102925,23,0.252666039
2007,Male,A,75-84,M,5392948,27,0.500653817
2007,Male,A,85+,M,1593236,14,0.878714767
2007,Male,A,10-14,B,10670960,0,0
2007,Male,A,15-19,B,11336490,0,0
2007,Male,A,20-24,B,10807836,0,0
2007,Male,A,25-34,B,19924870,0,0
2007,Male,A,35-44,B,21294228,0,0
2007,Male,A,45-54,B,21601977,0,0
2007,Male,A,55-64,B,15979763,0,0
2007,Male,A,05-09,B,10073928,0,0
2007,Male,A,65-74,B,9102925,0,0
2007,Male,A,75-84,B,5392948,0,0
2007,Male,A,85+,B,1593236,0,0
2007,Male,A,10-14,I,10670960,0,0
2007,Male,A,15-19,I,11336490,25,0.220526812
2007,Male,A,20-24,I,10807836,55,0.508890031
2007,Male,A,25-34,I,19924870,100,0.501885332
2007,Male,A,35-44,I,21294228,129,0.605797966
2007,Male,A,45-54,I,21601977,114,0.527729476
2007,Male,A,55-64,I,15979763,58,0.362959075
2007,Male,A,05-09,I,10073928,0,0
2007,Male,A,65-74,I,9102925,26,0.285622478
2007,Male,A,75-84,I,5392948,21,0.389397413
2007,Male,A,85+,I,1593236,16,1.004245448
2007,Male,A,10-14,J,10670960,1,0.009371228
2007,Male,A,15-19,J,11336490,18,0.158779305
2007,Male,A,20-24,J,10807836,41,0.379354387
2007,Male,A,25-34,J,19924870,47,0.235886106
2007,Male,A,35-44,J,21294228,59,0.277070387
2007,Male,A,45-54,J,21601977,51,0.236089502
2007,Male,A,55-64,J,15979763,22,0.137674132
2007,Male,A,05-09,J,10073928,0,0
2007,Male,A,65-74,J,9102925,7,0.07689836
2007,Male,A,75-84,J,5392948,2,0.037085468
2007,Male,A,85+,J,1593236,0,0
2007,Male,A,10-14,C,10670960,0,0
2007,Male,A,15-19,C,11336490,11,0.097031797
2007,Male,A,20-24,C,10807836,12,0.111030552
2007,Male,A,25-34,C,19924870,18,0.09033936
2007,Male,A,35-44,C,21294228,22,0.103314382
2007,Male,A,45-54,C,21601977,16,0.074067295
2007,Male,A,55-64,C,15979763,11,0.068837066
2007,Male,A,05-09,C,10073928,0,0
2007,Male,A,65-74,C,9102925,4,0.04394192
2007,Male,A,75-84,C,5392948,2,0.037085468
2007,Male,A,85+,C,1593236,0,0
2007,Male,A,10-14,K,10670960,0,0
2007,Male,A,15-19,K,11336490,8,0.07056858
2007,Male,A,20-24,K,10807836,19,0.175798374
2007,Male,A,25-34,K,19924870,39,0.19573528
2007,Male,A,35-44,K,21294228,52,0.24419763
2007,Male,A,45-54,K,21601977,63,0.291639974
2007,Male,A,55-64,K,15979763,40,0.250316604
2007,Male,A,05-09,K,10073928,0,0
2007,Male,A,65-74,K,9102925,16,0.175767679
2007,Male,A,75-84,K,5392948,11,0.203970074
2007,Male,A,85+,K,1593236,5,0.313826702
2007,Male,A,10-14,L,10670960,1,0.009371228
2007,Male,A,15-19,L,11336490,1,0.008821072
2007,Male,A,20-24,L,10807836,9,0.083272914
2007,Male,A,25-34,L,19924870,6,0.03011312
2007,Male,A,35-44,L,21294228,8,0.037568866
2007,Male,A,45-54,L,21601977,9,0.041662853
2007,Male,A,55-64,L,15979763,4,0.02503166
2007,Male,A,05-09,L,10073928,0,0
2007,Male,A,65-74,L,9102925,5,0.0549274
2007,Male,A,75-84,L,5392948,5,0.09271367
2007,Male,A,85+,L,1593236,0,0
2008,Female,A,10-14,P,10108474,0,0
2008,Female,A,15-19,P,10805148,0,0
2008,Female,A,20-24,P,10339566,0,0
2008,Female,A,25-34,P,20019411,0,0
2008,Female,A,35-44,P,21195733,0,0
2008,Female,A,45-54,P,22597536,0,0
2008,Female,A,55-64,P,17681763,0,0
2008,Female,A,05-09,P,9748488,0,0
2008,Female,A,65-74,P,11004244,0,0
2008,Female,A,75-84,P,7656443,0,0
2008,Female,A,85+,P,3533026,0,0
2008,Female,A,10-14,H,10108474,9,0.08903421
2008,Female,A,15-19,H,10805148,48,0.444232694
2008,Female,A,20-24,H,10339566,76,0.735040523
2008,Female,A,25-34,H,20019411,326,1.628419537
2008,Female,A,35-44,H,21195733,699,3.297833578
2008,Female,A,45-54,H,22597536,916,4.053539289
2008,Female,A,55-64,H,17681763,568,3.212349357
2008,Female,A,05-09,H,9748488,0,0
2008,Female,A,65-74,H,11004244,185,1.681169556
2008,Female,A,75-84,H,7656443,113,1.475881163
2008,Female,A,85+,H,3533026,41,1.160478298
2008,Female,A,10-14,G,10108474,44,0.435278362
2008,Female,A,15-19,G,10805148,196,1.813950165
2008,Female,A,20-24,G,10339566,174,1.682855934
2008,Female,A,25-34,G,20019411,291,1.453589219
2008,Female,A,35-44,G,21195733,291,1.372917842
2008,Female,A,45-54,G,22597536,313,1.385106766
2008,Female,A,55-64,G,17681763,142,0.803087339
2008,Female,A,05-09,G,9748488,2,0.020516002
2008,Female,A,65-74,G,11004244,56,0.508894568
2008,Female,A,75-84,G,7656443,42,0.5485576
2008,Female,A,85+,G,3533026,40,1.132173949
2008,Female,A,10-14,D,10108474,0,0
2008,Female,A,15-19,D,10805148,2,0.018509696
2008,Female,A,20-24,D,10339566,7,0.067701101
2008,Female,A,25-34,D,20019411,17,0.084917583
2008,Female,A,35-44,D,21195733,32,0.150973783
2008,Female,A,45-54,D,22597536,41,0.181435711
2008,Female,A,55-64,D,17681763,28,0.15835525
2008,Female,A,05-09,D,9748488,0,0
2008,Female,A,65-74,D,11004244,22,0.199922866
2008,Female,A,75-84,D,7656443,9,0.117548057
2008,Female,A,85+,D,3533026,5,0.141521744
2008,Female,A,10-14,F,10108474,9,0.08903421
2008,Female,A,15-19,F,10805148,58,0.536781171
2008,Female,A,20-24,F,10339566,130,1.257306158
2008,Female,A,25-34,F,20019411,306,1.528516498
2008,Female,A,35-44,F,21195733,448,2.113632966
2008,Female,A,45-54,F,22597536,617,2.73038618
2008,Female,A,55-64,F,17681763,403,2.279184491
2008,Female,A,05-09,F,9748488,0,0
2008,Female,A,65-74,F,11004244,179,1.626645138
2008,Female,A,75-84,F,7656443,107,1.397515792
2008,Female,A,85+,F,3533026,35,0.990652206
2008,Female,A,10-14,E,10108474,0,0
2008,Female,A,15-19,E,10805148,0,0
2008,Female,A,20-24,E,10339566,0,0
2008,Female,A,25-34,E,20019411,0,0
2008,Female,A,35-44,E,21195733,0,0
2008,Female,A,45-54,E,22597536,1,0.004425261
2008,Female,A,55-64,E,17681763,0,0
2008,Female,A,05-09,E,9748488,0,0
2008,Female,A,65-74,E,11004244,0,0
2008,Female,A,75-84,E,7656443,0,0
2008,Female,A,85+,E,3533026,0,0
2008,Female,A,10-14,N,10108474,0,0
2008,Female,A,15-19,N,10805148,0,0
2008,Female,A,20-24,N,10339566,1,0.009671586
2008,Female,A,25-34,N,20019411,10,0.04995152
2008,Female,A,35-44,N,21195733,10,0.047179307
2008,Female,A,45-54,N,22597536,21,0.092930486
2008,Female,A,55-64,N,17681763,7,0.039588812
2008,Female,A,05-09,N,9748488,0,0
2008,Female,A,65-74,N,11004244,6,0.054524418
2008,Female,A,75-84,N,7656443,4,0.052243581
2008,Female,A,85+,N,3533026,0,0
2008,Female,A,10-14,O,10108474,0,0
2008,Female,A,15-19,O,10805148,0,0
2008,Female,A,20-24,O,10339566,0,0
2008,Female,A,25-34,O,20019411,0,0
2008,Female,A,35-44,O,21195733,0,0
2008,Female,A,45-54,O,22597536,0,0
2008,Female,A,55-64,O,17681763,0,0
2008,Female,A,05-09,O,9748488,0,0
2008,Female,A,65-74,O,11004244,0,0
2008,Female,A,75-84,O,7656443,0,0
2008,Female,A,85+,O,3533026,0,0
2008,Female,A,10-14,M,10108474,0,0
2008,Female,A,15-19,M,10805148,1,0.009254848
2008,Female,A,20-24,M,10339566,2,0.019343172
2008,Female,A,25-34,M,20019411,13,0.064936975
2008,Female,A,35-44,M,21195733,19,0.089640684
2008,Female,A,45-54,M,22597536,45,0.199136755
2008,Female,A,55-64,M,17681763,20,0.113110893
2008,Female,A,05-09,M,9748488,0,0
2008,Female,A,65-74,M,11004244,4,0.036349612
2008,Female,A,75-84,M,7656443,4,0.052243581
2008,Female,A,85+,M,3533026,6,0.169826092
2008,Female,A,10-14,B,10108474,0,0
2008,Female,A,15-19,B,10805148,0,0
2008,Female,A,20-24,B,10339566,0,0
2008,Female,A,25-34,B,20019411,0,0
2008,Female,A,35-44,B,21195733,0,0
2008,Female,A,45-54,B,22597536,0,0
2008,Female,A,55-64,B,17681763,0,0
2008,Female,A,05-09,B,9748488,0,0
2008,Female,A,65-74,B,11004244,0,0
2008,Female,A,75-84,B,7656443,0,0
2008,Female,A,85+,B,3533026,0,0
2008,Female,A,10-14,I,10108474,1,0.00989269
2008,Female,A,15-19,I,10805148,7,0.064783934
2008,Female,A,20-24,I,10339566,11,0.106387444
2008,Female,A,25-34,I,20019411,27,0.134869103
2008,Female,A,35-44,I,21195733,38,0.179281368
2008,Female,A,45-54,I,22597536,46,0.203562017
2008,Female,A,55-64,I,17681763,19,0.107455348
2008,Female,A,05-09,I,9748488,0,0
2008,Female,A,65-74,I,11004244,16,0.145398448
2008,Female,A,75-84,I,7656443,9,0.117548057
2008,Female,A,85+,I,3533026,7,0.198130441
2008,Female,A,10-14,J,10108474,2,0.01978538
2008,Female,A,15-19,J,10805148,3,0.027764543
2008,Female,A,20-24,J,10339566,13,0.125730616
2008,Female,A,25-34,J,20019411,12,0.059941823
2008,Female,A,35-44,J,21195733,17,0.080204822
2008,Female,A,45-54,J,22597536,9,0.039827351
2008,Female,A,55-64,J,17681763,8,0.045244357
2008,Female,A,05-09,J,9748488,0,0
2008,Female,A,65-74,J,11004244,4,0.036349612
2008,Female,A,75-84,J,7656443,0,0
2008,Female,A,85+,J,3533026,0,0
2008,Female,A,10-14,C,10108474,0,0
2008,Female,A,15-19,C,10805148,2,0.018509696
2008,Female,A,20-24,C,10339566,1,0.009671586
2008,Female,A,25-34,C,20019411,8,0.039961216
2008,Female,A,35-44,C,21195733,4,0.018871723
2008,Female,A,45-54,C,22597536,6,0.026551567
2008,Female,A,55-64,C,17681763,5,0.028277723
2008,Female,A,05-09,C,9748488,0,0
2008,Female,A,65-74,C,11004244,5,0.045437015
2008,Female,A,75-84,C,7656443,0,0
2008,Female,A,85+,C,3533026,0,0
2008,Female,A,10-14,K,10108474,1,0.00989269
2008,Female,A,15-19,K,10805148,3,0.027764543
2008,Female,A,20-24,K,10339566,2,0.019343172
2008,Female,A,25-34,K,20019411,13,0.064936975
2008,Female,A,35-44,K,21195733,20,0.094358615
2008,Female,A,45-54,K,22597536,19,0.084079963
2008,Female,A,55-64,K,17681763,15,0.08483317
2008,Female,A,05-09,K,9748488,0,0
2008,Female,A,65-74,K,11004244,6,0.054524418
2008,Female,A,75-84,K,7656443,4,0.052243581
2008,Female,A,85+,K,3533026,1,0.028304349
2008,Female,A,10-14,L,10108474,0,0
2008,Female,A,15-19,L,10805148,0,0
2008,Female,A,20-24,L,10339566,1,0.009671586
2008,Female,A,25-34,L,20019411,4,0.019980608
2008,Female,A,35-44,L,21195733,0,0
2008,Female,A,45-54,L,22597536,7,0.030976829
2008,Female,A,55-64,L,17681763,5,0.028277723
2008,Female,A,05-09,L,9748488,0,0
2008,Female,A,65-74,L,11004244,0,0
2008,Female,A,75-84,L,7656443,0,0
2008,Female,A,85+,L,3533026,1,0.028304349
2008,Male,A,10-14,P,10598181,0,0
2008,Male,A,15-19,P,11405732,0,0
2008,Male,A,20-24,P,10841046,0,0
2008,Male,A,25-34,P,20188062,0,0
2008,Male,A,35-44,P,20996753,0,0
2008,Male,A,45-54,P,21862911,0,0
2008,Male,A,55-64,P,16475300,0,0
2008,Male,A,05-09,P,10181114,0,0
2008,Male,A,65-74,P,9501435,0,0
2008,Male,A,75-84,P,5419659,0,0
2008,Male,A,85+,P,1662814,0,0
2008,Male,A,10-14,H,10598181,5,0.047177907
2008,Male,A,15-19,H,11405732,53,0.464678637
2008,Male,A,20-24,H,10841046,157,1.44819974
2008,Male,A,25-34,H,20188062,438,2.169599043
2008,Male,A,35-44,H,20996753,787,3.748198591
2008,Male,A,45-54,H,21862911,1088,4.976464479
2008,Male,A,55-64,H,16475300,596,3.617536555
2008,Male,A,05-09,H,10181114,0,0
2008,Male,A,65-74,H,9501435,205,2.15756883
2008,Male,A,75-84,H,5419659,87,1.605267047
2008,Male,A,85+,H,1662814,44,2.646116764
2008,Male,A,10-14,G,10598181,97,0.9152514
2008,Male,A,15-19,G,11405732,517,4.532808591
2008,Male,A,20-24,G,10841046,766,7.06573886
2008,Male,A,25-34,G,20188062,1461,7.236950233
2008,Male,A,35-44,G,20996753,1564,7.448770769
2008,Male,A,45-54,G,21862911,1459,6.673402275
2008,Male,A,55-64,G,16475300,676,4.103111931
2008,Male,A,05-09,G,10181114,5,0.049110539
2008,Male,A,65-74,G,9501435,230,2.42068698
2008,Male,A,75-84,G,5419659,146,2.693896424
2008,Male,A,85+,G,1662814,66,3.969175145
2008,Male,A,10-14,D,10598181,0,0
2008,Male,A,15-19,D,11405732,6,0.052605129
2008,Male,A,20-24,D,10841046,23,0.21215665
2008,Male,A,25-34,D,20188062,29,0.143649252
2008,Male,A,35-44,D,20996753,46,0.219081493
2008,Male,A,45-54,D,21862911,57,0.26071551
2008,Male,A,55-64,D,16475300,42,0.254927073
2008,Male,A,05-09,D,10181114,0,0
2008,Male,A,65-74,D,9501435,21,0.221019246
2008,Male,A,75-84,D,5419659,16,0.295221526
2008,Male,A,85+,D,1662814,3,0.180417052
2008,Male,A,10-14,F,10598181,41,0.386858839
2008,Male,A,15-19,F,11405732,640,5.61121373
2008,Male,A,20-24,F,10841046,1181,10.89378276
2008,Male,A,25-34,F,20188062,2051,10.15946949
2008,Male,A,35-44,F,20996753,2348,11.18268144
2008,Male,A,45-54,F,21862911,3172,14.50858946
2008,Male,A,55-64,F,16475300,2676,16.24249634
2008,Male,A,05-09,F,10181114,0,0
2008,Male,A,65-74,F,9501435,1754,18.46036941
2008,Male,A,75-84,F,5419659,1500,27.67701806
2008,Male,A,85+,F,1662814,568,34.15896186
2008,Male,A,10-14,E,10598181,0,0
2008,Male,A,15-19,E,11405732,0,0
2008,Male,A,20-24,E,10841046,0,0
2008,Male,A,25-34,E,20188062,3,0.014860267
2008,Male,A,35-44,E,20996753,1,0.004762641
2008,Male,A,45-54,E,21862911,1,0.004573956
2008,Male,A,55-64,E,16475300,0,0
2008,Male,A,05-09,E,10181114,0,0
2008,Male,A,65-74,E,9501435,0,0
2008,Male,A,75-84,E,5419659,0,0
2008,Male,A,85+,E,1662814,0,0
2008,Male,A,10-14,N,10598181,0,0
2008,Male,A,15-19,N,11405732,4,0.035070086
2008,Male,A,20-24,N,10841046,3,0.027672606
2008,Male,A,25-34,N,20188062,12,0.05944107
2008,Male,A,35-44,N,20996753,29,0.138116594
2008,Male,A,45-54,N,21862911,33,0.150940559
2008,Male,A,55-64,N,16475300,20,0.121393844
2008,Male,A,05-09,N,10181114,0,0
2008,Male,A,65-74,N,9501435,8,0.084197808
2008,Male,A,75-84,N,5419659,0,0
2008,Male,A,85+,N,1662814,1,0.060139017
2008,Male,A,10-14,O,10598181,0,0
2008,Male,A,15-19,O,11405732,0,0
2008,Male,A,20-24,O,10841046,0,0
2008,Male,A,25-34,O,20188062,0,0
2008,Male,A,35-44,O,20996753,1,0.004762641
2008,Male,A,45-54,O,21862911,0,0
2008,Male,A,55-64,O,16475300,0,0
2008,Male,A,05-09,O,10181114,0,0
2008,Male,A,65-74,O,9501435,0,0
2008,Male,A,75-84,O,5419659,0,0
2008,Male,A,85+,O,1662814,0,0
2008,Male,A,10-14,M,10598181,1,0.009435581
2008,Male,A,15-19,M,11405732,6,0.052605129
2008,Male,A,20-24,M,10841046,25,0.230605054
2008,Male,A,25-34,M,20188062,62,0.307112193
2008,Male,A,35-44,M,20996753,100,0.476264116
2008,Male,A,45-54,M,21862911,168,0.768424662
2008,Male,A,55-64,M,16475300,109,0.66159645
2008,Male,A,05-09,M,10181114,0,0
2008,Male,A,65-74,M,9501435,31,0.326266506
2008,Male,A,75-84,M,5419659,36,0.664248433
2008,Male,A,85+,M,1662814,14,0.841946243
2008,Male,A,10-14,B,10598181,0,0
2008,Male,A,15-19,B,11405732,0,0
2008,Male,A,20-24,B,10841046,0,0
2008,Male,A,25-34,B,20188062,0,0
2008,Male,A,35-44,B,20996753,0,0
2008,Male,A,45-54,B,21862911,0,0
2008,Male,A,55-64,B,16475300,0,0
2008,Male,A,05-09,B,10181114,0,0
2008,Male,A,65-74,B,9501435,0,0
2008,Male,A,75-84,B,5419659,0,0
2008,Male,A,85+,B,1662814,0,0
2008,Male,A,10-14,I,10598181,0,0
2008,Male,A,15-19,I,11405732,17,0.149047865
2008,Male,A,20-24,I,10841046,59,0.544227928
2008,Male,A,25-34,I,20188062,106,0.525062782
2008,Male,A,35-44,I,20996753,109,0.519127886
2008,Male,A,45-54,I,21862911,116,0.530578933
2008,Male,A,55-64,I,16475300,67,0.406669378
2008,Male,A,05-09,I,10181114,0,0
2008,Male,A,65-74,I,9501435,26,0.273642876
2008,Male,A,75-84,I,5419659,14,0.258318835
2008,Male,A,85+,I,1662814,12,0.721668208
2008,Male,A,10-14,J,10598181,4,0.037742326
2008,Male,A,15-19,J,11405732,20,0.175350429
2008,Male,A,20-24,J,10841046,23,0.21215665
2008,Male,A,25-34,J,20188062,52,0.257577969
2008,Male,A,35-44,J,20996753,54,0.257182622
2008,Male,A,45-54,J,21862911,54,0.246993641
2008,Male,A,55-64,J,16475300,10,0.060696922
2008,Male,A,05-09,J,10181114,0,0
2008,Male,A,65-74,J,9501435,6,0.063148356
2008,Male,A,75-84,J,5419659,3,0.055354036
2008,Male,A,85+,J,1662814,0,0
2008,Male,A,10-14,C,10598181,0,0
2008,Male,A,15-19,C,11405732,6,0.052605129
2008,Male,A,20-24,C,10841046,15,0.138363032
2008,Male,A,25-34,C,20188062,13,0.064394492
2008,Male,A,35-44,C,20996753,25,0.119066029
2008,Male,A,45-54,C,21862911,22,0.100627039
2008,Male,A,55-64,C,16475300,10,0.060696922
2008,Male,A,05-09,C,10181114,0,0
2008,Male,A,65-74,C,9501435,5,0.05262363
2008,Male,A,75-84,C,5419659,1,0.018451345
2008,Male,A,85+,C,1662814,1,0.060139017
2008,Male,A,10-14,K,10598181,1,0.009435581
2008,Male,A,15-19,K,11405732,14,0.1227453
2008,Male,A,20-24,K,10841046,23,0.21215665
2008,Male,A,25-34,K,20188062,39,0.193183476
2008,Male,A,35-44,K,20996753,51,0.242894699
2008,Male,A,45-54,K,21862911,62,0.283585292
2008,Male,A,55-64,K,16475300,36,0.218508919
2008,Male,A,05-09,K,10181114,0,0
2008,Male,A,65-74,K,9501435,19,0.199969794
2008,Male,A,75-84,K,5419659,10,0.184513454
2008,Male,A,85+,K,1662814,5,0.300695087
2008,Male,A,10-14,L,10598181,0,0
2008,Male,A,15-19,L,11405732,1,0.008767521
2008,Male,A,20-24,L,10841046,1,0.009224202
2008,Male,A,25-34,L,20188062,7,0.034673957
2008,Male,A,35-44,L,20996753,10,0.047626412
2008,Male,A,45-54,L,21862911,14,0.064035389
2008,Male,A,55-64,L,16475300,3,0.018209077
2008,Male,A,05-09,L,10181114,0,0
